,stu_id,com_id,category_id,name,description,rule,main_img,port_img,cad_img,floor,tag_id,tag_name,new_tag1,new_tag2,extend_tag,extend_tag_sim
68,807,99@sample.com,1,"개인_방송,_스트리밍_장비와_스튜디오를_한_방에_해결해드립니다.","서울 망원역에서 7~10분 거리에 있습니다.
방음 처리가 되어있는 개인 촬영용 스튜디오이며, 게임을 하며 방송도 충분히 가능하며,
원하는 세팅으로 방송 세팅을 설정하셔서 마음껏 이용하실 수 있습니다.","서울 망원역에서 7~10분 거리에 있습니다.
방음 처리가 되어있는 개인 촬영용 스튜디오이며, 게임을 하며 방송도 충분히 가능하며,
원하는 세팅으로 방송 세팅을 설정하셔서 마음껏 이용하실 수 있습니다.","7_0_개인_방송,_스트리밍_장비와_스튜디오를_한_방에_해결해드립니다..jpg,7_1_개인_방송,_스트리밍_장비와_스튜디오를_한_방에_해결해드립니다..jpg,7_2_개인_방송,_스트리밍_장비와_스튜디오를_한_방에_해결해드립니다..jpg","7_3_개인_방송,_스트리밍_장비와_스튜디오를_한_방에_해결해드립니다..jpg,7_4_개인_방송,_스트리밍_장비와_스튜디오를_한_방에_해결해드립니다..jpg,7_5_개인_방송,_스트리밍_장비와_스튜디오를_한_방에_해결해드립니다..jpg",NaN,2.0,[95],['조명'],"['망원역', '스튜디오', '조명', '서울', '촬영', '마음껏', '게임', '거리', '방음', '설정', '세팅', '개인', '방송', '이용', '처리']","['망원역', '스튜디오', '마음껏', '서울', '촬영', '게임', '거리', '방음', '설정', '세팅', '개인', '방송', '이용', '처리']","['미술', '채광', '사방', '각종', '위치', '냉장고', '전문', '샤워', '야경', '탈의실', '밝기', '각종']","[0.14896728098392487, 0.18412160873413086, 0.15338878333568573, 0.25484198331832886, 0.26670020818710327, 0.19085201621055603, 0.15779221057891846, 0.197846457362175, 0.1817590892314911, 0.17582497000694275, 0.16915033757686615, 0.18624509871006012]"
69,809,55@sample.com,1,엠파이브_방송제작센터,"광고, 방송, 뮤직비디오, 콘서트, 비대면 스트리밍 LIVE 방송, 드라마 등 각종 촬영이 가능하고 700대의 주차가 가능한 상암,합정에서 25분거리에 위치한 방송 제작시설입니다. 쇼 (무빙)조명과 음악방송 음향시스템이 있어 즉시 촬영가능합니다.","광고, 방송, 뮤직비디오, 콘서트, 비대면 스트리밍 LIVE 방송, 드라마 등 각종 촬영이 가능하고 700대의 주차가 가능한 상암,합정에서 25분거리에 위치한 방송 제작시설입니다. 쇼 (무빙)조명과 음악방송 음향시스템이 있어 즉시 촬영가능합니다.","9_0_엠파이브_방송제작센터.jpg,9_1_엠파이브_방송제작센터.jpg,9_2_엠파이브_방송제작센터.jpg","9_3_엠파이브_방송제작센터.jpg,9_4_엠파이브_방송제작센터.jpg,9_5_엠파이브_방송제작센터.jpg",NaN,1.0,[97],['조명'],"['시스템', '방송', '스트리밍', '음향', '무빙', '광고', '드라마', '대의', '콘서트', '즉시', '조명', '합정', '음악', '각종', '주차', '촬영', '비대', '시설', '상암', '위치', '뮤직비디오']","['시스템', '방송', '스트리밍', '음향', '무빙', '광고', '드라마', '대의', '콘서트', '즉시', '조명', '합정', '음악', '각종', '주차', '촬영', '비대', '시설', '상암', '위치', '뮤직비디오']","['아티스트', '밝기', '연남', '가격', '감성', '음악', '문화', '공용', '위치', '컨셉', '위치', '가구', '촬영']","[0.17351475358009338, 0.16915033757686615, 0.1631610095500946, 0.1948648989200592, 0.20559291541576385, 0.1570090353488922, 0.1955071985721588, 0.19175411760807037, 0.2608468532562256, 0.21829986572265625, 0.26670020818710327, 0.16440781950950623, 0.26670020818710327]"
70,811,77@sample.com,1,가로수길_에이라운지,"신사역 가로수길 메인 길에 위치한 에이라운지입니다 .
천정고가 굉장히 높은 지하공간이라 독특한 느낌을 줍니다.
현재 전시, 브랜드행사, 팬미팅, 강연, 파티 등 다양한 행사 공간으로 대여되어 사용하고 있습니다.","신사역 가로수길 메인 길에 위치한 에이라운지입니다 .
천정고가 굉장히 높은 지하공간이라 독특한 느낌을 줍니다.
현재 전시, 브랜드행사, 팬미팅, 강연, 파티 등 다양한 행사 공간으로 대여되어 사용하고 있습니다.","11_0_가로수길_에이라운지.jpg,11_1_가로수길_에이라운지.jpg,11_2_가로수길_에이라운지.jpg","11_3_가로수길_에이라운지.jpg,11_4_가로수길_에이라운지.jpg,11_5_가로수길_에이라운지.jpg",NaN,-2.0,[100],['조명'],"['전시', '신사역', '강연', '브랜드', '팬미팅', '현재', '라운지', '사용', '느낌', '에이', '대여', '지하공간', '행사', '조명', '천정', '고가', '메인', '가로수길', '위치', '공간', '파티']","['전시', '신사역', '강연', '브랜드', '팬미팅', '현재', '라운지', '사용', '느낌', '에이', '대여', '지하공간', '행사', '천정', '고가', '메인', '가로수길', '위치', '공간', '파티']","['평일', '쇼핑몰', '영업', '위치', '플라워', '위치', '정이', '모던', '카페', '화장실', '거나', '자동', '촬영', '각종', '내부']","[0.1966264545917511, 0.18319839239120483, 0.1798076182603836, 0.1840982735157013, 0.19793426990509033, 0.26025068759918213, 0.20861539244651794, 0.19419729709625244, 0.23262043297290802, 0.2014382779598236, 0.14028340578079224, 0.13975581526756287, 0.26670020818710327, 0.20930415391921997, 0.17712900042533875]"
71,812,66@sample.com,1,데니스하우스,"5호선 양평역 3분거리
캐주얼 칵테일바입니다^^","5호선 양평역 3분거리
캐주얼 칵테일바입니다^^","12_0_데니스하우스.jpg,12_1_데니스하우스.jpg,12_2_데니스하우스.jpg","12_3_데니스하우스.jpg,12_4_데니스하우스.jpg,12_5_데니스하우스.jpg",NaN,1.0,[101],['조명'],"['호선', '조명', '양평역', '칵테일']","['호선', '양평역', '칵테일']","['작고', '실천', '선호', '영업', '교육', '최고', '밋업', '각종']","[0.1599561721086502, 0.15865686535835266, 0.15338066220283508, 0.1418602168560028, 0.1685352921485901, 0.14889000356197357, 0.13265329599380493, 0.12495523691177368]"
72,814,55@sample.com,1,라이브_스트림_가능한_LIVE24_HALL,"PLAN24의 라이브스트림가능한 스튜디오
「　LIVE24 HALL　」　입니다

▶ 공연무대 컨셉의 스튜디오
단독 100평건물, 무대크기 약 30평 가량에 세팅 된 프로급 음향+조명장비, 카메라+중계시스템은 모두 무료 사용가능하며, 전문 테크니션들이 직접 운용 및 디자인하여 드립니다. 물론 무료입니다.
스튜디오 내 설치 된 악기와 앰프들은 아주 저렴한 가격으로 시간 당 대여가 가능합니다. 악기대여시 프로급 인이어 모니터 시스템이 무료로 제공됩니다. 지하가 아닌 지상 단독 건물이므로 습하거나 탁한 공간이 아니며, 냉난방시설완비로 쾌적한 공간입니다.

▶ 뮤지션/아티스트가 우선인 스튜디오
실제 콘서트와 공연에서 사용하는 최신장비구성으로 보컬에게는 고급형 모니터 스피커가 제공되며, 세션들에게도 퍼스널 모니터 시스템이 제공됩니다. 섬세한 모니터링이 가능하며, 경력과 노하우를 가진 젊은 테크니션들이 여러분과 함께하며 퀄리티 높은 컨텐츠를 제작하겠습니다.

▶ 올인원 시스템
음향과 조명, 카메라+중계시스템이 모두 완비되어 있으며, 스튜디오 대관료에 모든 시스템사용료+테크니션인건비가 모두 포함된 가격입니다(악기별도). 타 스튜디오/공연장과는 달리 최신/고급형 모델들이며, 전문가들의 관리와 튜닝 등으로 최상의 상태를 유지하고 있습니다. 지금 현업에서 활동하고 있는 20-30대 초반으로 구성 된 젊은 테크니션(음향감독,조명감독,무대감독) 원하시는 조명 디자인이나 사운드로 만들어드리며, 같은 멤버처럼 편하고 섬세하게 만족시켜드리도록 노력하겠습니다.

▶ 월요일 특가
매주 월요일 아티스트들을 위한 특별한 요금제입니다. 추가요금 일절없이 모든 악기와 시스템이 이용가능하며, 가격은 더 저렴하게 이용가능합니다. 한정 된 타임으로 제공되며, 마지막 타임은 라이브 스트림도 무료로 가능합니다.(카메라 팔로잉+중계컷팅) 모든 서비스는 동일하게 이용가능합니다.

▶ 고객편의시설
무대 뒤편에 별도로 준비된 분장/탈의실이 있습니다. 단독으로 사용가능합니다. 스튜디오 내 휴식을 위한 공간과 스낵바/음료(냉장고)가 준비되어 있습니다. 샤워시설까지 있는 넓은 화장실과 별도 사무실에서 컨텐츠 기획 및 영상자료를 활용한 회의가 가능합니다. 스튜디오 방문시 주차 가능하며, 주변에 편의점과 각족 식당과 카페가 있습니다.

▶ 안전한 스튜디오
전자출입명부 시스템을 의무적으로 사용하여 개인정보 유출로부터 안전합니다. 입장시 마스크착용과 열체크를 실시하며 손소독 후 입장가능합니다. 마이크 소독을 각 팀 전환시 마다 시행하며, 1회용 마이크 덮개 요청시 무료로 제공해드립니다.","PLAN24의 라이브스트림가능한 스튜디오
「　LIVE24 HALL　」　입니다

▶ 공연무대 컨셉의 스튜디오
단독 100평건물, 무대크기 약 30평 가량에 세팅 된 프로급 음향+조명장비, 카메라+중계시스템은 모두 무료 사용가능하며, 전문 테크니션들이 직접 운용 및 디자인하여 드립니다. 물론 무료입니다.
스튜디오 내 설치 된 악기와 앰프들은 아주 저렴한 가격으로 시간 당 대여가 가능합니다. 악기대여시 프로급 인이어 모니터 시스템이 무료로 제공됩니다. 지하가 아닌 지상 단독 건물이므로 습하거나 탁한 공간이 아니며, 냉난방시설완비로 쾌적한 공간입니다.

▶ 뮤지션/아티스트가 우선인 스튜디오
실제 콘서트와 공연에서 사용하는 최신장비구성으로 보컬에게는 고급형 모니터 스피커가 제공되며, 세션들에게도 퍼스널 모니터 시스템","14_0_라이브_스트림_가능한_LIVE24_HALL.jpg,14_1_라이브_스트림_가능한_LIVE24_HALL.jpg,14_2_라이브_스트림_가능한_LIVE24_HALL.jpg","14_3_라이브_스트림_가능한_LIVE24_HALL.jpg,14_4_라이브_스트림_가능한_LIVE24_HALL.jpg,14_5_라이브_스트림_가능한_LIVE24_HALL.jpg",NaN,1.0,[103],['조명'],"['모든', '컷팅', '스피커', '시스템', '악기', '무료', '타임', '퍼스', '명부', '모니터', '영상', '대여', '인건비', '관리', '서비스', '유출', '방문', '모니터링', '소독', '세션', '모두', '테크', '팔로잉', '착용', '화장실', '기획', '사운드', '편의점', '감독', '실시', '금제', '음료', '컨셉', '최신', '아티스트', '전문가', '마스크', '가량', '탈의실', '상태', '노력', '운용', '스튜디오', '시간', '로부터', '프로', '공연', '일절', '지금', '요청', '컨텐츠', '우선', '라이브', '여러분', '한정', '보컬', '의무', '아주', '가격', '콘서트', '스낵바', '마이크', '활용', '마지막', '조명', '휴식', '편의', '올인원', '시행', '크기', '고급', '출입', '비구', '제공', '공간', '앰프', '주변', '설치', '식당', '중계', '지상', '샤워', '초반', '월요일', '음향', '냉장고', '장비', '분장', '공연장', '실제', '자료', '체크', '고객', '전문', '유지', '관료', '요금', '주차', '뒤편', '전자', '건물', '카메라', '난방', '개인정보', '시설', '이용', '준비', '최상', '지하가', '뮤지션', '사용', '스트림', '직접', '입장', '구성', '세팅', '덮개', '퀄리티', '제작', '만족', '추가', '완비', '노하우', '멤버', '디자인', '마다', '포함', '무대', '활동', '단독', '환시', '경력', '연무대', '모델', '튜닝', '손소독', '카페', '사무실', '달리', '회의', '별도']","['모든', '스피커', '컷팅', '시스템', '악기', '무료', '타임', '모니터', '명부', '퍼스', '영상', '대여', '인건비', '관리', '서비스', '유출', '방문', '모니터링', '소독', '세션', '모두', '테크', '팔로잉', '착용', '화장실', '기획', '사운드', '편의점', '감독', '실시', '금제', '음료', '컨셉', '최신', '아티스트', '전문가', '마스크', '가량', '탈의실', '상태', '노력', '운용', '스튜디오', '시간', '로부터', '프로', '공연', '일절', '지금', '요청', '컨텐츠', '우선', '라이브', '여러분', '한정', '보컬', '의무', '아주', '가격', '콘서트', '스낵바', '마이크', '활용', '마지막', '조명', '휴식', '편의', '올인원', '시행', '크기', '고급', '출입', '비구', '제공', '공간', '앰프', '주변', '설치', '식당', '중계', '지상', '샤워', '초반', '월요일', '음향', '냉장고', '장비', '분장', '공연장', '실제', '자료', '체크', '고객', '전문', '유지', '관료', '요금', '주차', '뒤편', '전자', '건물', '카메라', '난방', '개인정보', '시설', '이용', '준비', '최상', '지하가', '뮤지션', '사용', '스트림', '직접', '입장', '구성', '세팅', '덮개', '퀄리티', '제작', '만족', '추가', '완비', '노하우', '멤버', '디자인', '마다', '포함', '무대', '활동', '단독', '환시', '경력', '연무대', '모델', '튜닝', '손소독', '카페', '사무실', '달리', '회의', '별도']","['모든', '포함', '스피커', '지하', '컷팅', '시스템', '아티스트', '악기', '정릉천', '무료', '개방', '타임', '모니터', '냉장고', '명부', '퍼스', '영상', '사용', '대여', '카페', '인건비', '관리', '편이', '서비스', '이용', '유출', '방문', '각종', '모니터링', '소독', '세션', '모두', '각종', '테크', '팔로잉', '착용', '화장실', '행사', '기획', '다만', '사운드', '유지', '편의점', '가로수', '감독', '실시', '금제', '음료', '밋업', '컨셉', '주차', '최신', '바로', '아티스트', '시스템', '전문가', '마스크', '가량', '탈의실', '개인', '상태', '미리', '노력', '운용', '스튜디오', '채광', '시간', '문화', '로부터', '레이스', '프로', '공연', '루프', '일절', '지금', '요청', '등장인물', '컨텐츠', '성북구', '우선', '라이브', '한쪽', '여러분', '한정', '보컬', '조화', '의무', '아주', '참고', '가격', '장면', '콘서트', '음악', '스낵바', '마이크', '두운', '활용', '또한', '마지막', '조명', '문화', '휴식', '레이스', '편의', '구성', '올인원', '시행', '크기', '고급', '모두', '출입', '비구', '제공', '직접', '공간', '각종', '앰프', '주변', '위치', '설치', '영상', '식당', '전통', '중계', '지상', '주변', '샤워', '폐가', '초반', '월요일', '구성', '음향', '연남', '냉장고', '가득', '장비', '등장인물', '분장', '토스트', '공연장', '주차공간', '실제', '토요일', '자료', '체크', '고객', '관심', '전문', '문의', '유지', '배치', '관료', '요금', '가능', '주차', '컨셉', '뒤편', '고풍', '전자', '소개', '건물', '촬영', '카메라', '난방', '대여', '개인정보', '시설', '가구', '이용', '각종', '준비', '스페이스', '최상', '찍기', '지하가', '뮤지션', '사용', '위치', '스트림', '직접', '제공', '입장', '구성', '운영', '세팅', '야경', '덮개', '퀄리티', '제작', '루프', '만족', '추가', '주차공간', '완비', '건반', '노하우', '멤버', '디자인', '작품', '마다', '핸드', '포함', '신청', '무대', '아이방', '활동', '기타', '단독', '토스트', '환시', '경력', '파티션', '연무대', '모델', '튜닝', '손소독', '카페', '내부', '사무실', '위해', '달리', '회의', '욕실', '별도', '보드']","[0, 0.18755877017974854, 0, 0.14960193634033203, 0, 0, 0.17351475358009338, 0, 0.14059901237487793, 0, 0.16655120253562927, 0, 0, 0.15645548701286316, 0, 0, 0, 0.21551600098609924, 0, 0.23262043297290802, 0, 0, 0.17251667380332947, 0, 0.1835232675075531, 0, 0, 0.1561034470796585, 0, 0, 0, 0, 0.17856460809707642, 0, 0, 0, 0, 0.2014382779598236, 0, 0.19552722573280334, 0, 0.16431739926338196, 0, 0.15323874354362488, 0, 0, 0, 0, 0.18029552698135376, 0, 0.21829992532730103, 0, 0.1745026707649231, 0, 0.17351475358009338, 0, 0, 0, 0, 0.17582497000694275, 0, 0.19618593156337738, 0, 0, 0, 0.18412160873413086, 0, 0.18358278274536133, 0, 0.15298724174499512, 0, 0, 0.17271997034549713, 0, 0, 0, 0.2084425687789917, 0, 0.19745704531669617, 0, 0, 0.1709062159061432, 0, 0, 0, 0.2068871706724167, 0, 0, 0.16264265775680542, 0, 0.19674187898635864, 0, 0.1570090353488922, 0, 0, 0.17066890001296997, 0, 0.21258670091629028, 0, 0, 0.1955071985721588, 0, 0.17540886998176575, 0, 0.15413320064544678, 0, 0, 0, 0, 0.17566758394241333, 0, 0, 0, 0.19884878396987915, 0, 0.20930415391921997, 0, 0, 0.25362226366996765, 0, 0.1763184368610382, 0, 0.15247632563114166, 0, 0, 0.1968804895877838, 0, 0.1991807222366333, 0, 0, 0.20199868083000183, 0, 0.1631610095500946, 0, 0.193209707736969, 0, 0.15218020975589752, 0, 0.1760501265525818, 0, 0.17767591774463654, 0, 0.18790262937545776, 0, 0, 0, 0.1628464013338089, 0, 0.18654486536979675, 0, 0.1932065486907959, 0, 0, 0.18098776042461395, 0, 0.21829986572265625, 0, 0.16918903589248657, 0, 0.18856608867645264, 0, 0.21913853287696838, 0, 0, 0.19542589783668518, 0, 0, 0.16440781950950623, 0, 0.18624509871006012, 0, 0.22254939377307892, 0, 0.17206920683383942, 0, 0, 0, 0.26025068759918213, 0, 0, 0.19884878396987915, 0, 0, 0.25438550114631653, 0, 0.1817590892314911, 0, 0, 0, 0.16527964174747467, 0, 0, 0.2029430866241455, 0, 0.16183224320411682, 0, 0, 0, 0.19742310047149658, 0, 0.16620056331157684, 0, 0.18977206945419312, 0, 0.14045074582099915, 0, 0.17672112584114075, 0, 0.15773403644561768, 0, 0, 0.1522923707962036, 0, 0, 0, 0, 0, 0.24116870760917664, 0, 0.2005191445350647, 0, 0, 0.15058358013629913, 0, 0.19368040561676025]"
73,815,44@sample.com,1,호텔로비카페루프탑_촬영대여함,회현역 도보 3분거리 코지한 호텔입니다. 로비 카페 루프탑 촬영용 대여 가능합니다.,회현역 도보 3분거리 코지한 호텔입니다. 로비 카페 루프탑 촬영용 대여 가능합니다.,"15_0_호텔로비카페루프탑_촬영대여함.jpg,15_1_호텔로비카페루프탑_촬영대여함.jpg,15_2_호텔로비카페루프탑_촬영대여함.jpg","15_3_호텔로비카페루프탑_촬영대여함.jpg,15_4_호텔로비카페루프탑_촬영대여함.jpg,15_5_호텔로비카페루프탑_촬영대여함.jpg",NaN,1.0,[104],['조명'],"['촬영', '호텔', '조명', '로비', '대여', '코지', '회현역', '카페', '도보', '루프']","['촬영', '호텔', '로비', '대여', '코지', '회현역', '카페', '도보', '루프']","['위치', '건물', '도보', '전경', '햇살', '포함', '카페', '마을', '사용', '말씀', '단체', '플라워', '내부', '대여', '드라마', '촬영', '내부', '광고', '화이트', '주말', '노래']","[0.26670020818710327, 0.219138503074646, 0.20421981811523438, 0.1717199981212616, 0.13482654094696045, 0.12863796949386597, 0.23262043297290802, 0.2256491482257843, 0.2070103883743286, 0.15433035790920258, 0.1447848528623581, 0.13845336437225342, 0.24116870760917664, 0.23262043297290802, 0.20357073843479156, 0.20421980321407318, 0.19138839840888977, 0.18869729340076447, 0.184620663523674, 0.1746947169303894, 0.17460906505584717]"
74,816,99@sample.com,1,벤처_(Venture),"부산 경성대 히든 플레이스이자, 유일하게 외부음식 반입이 자유로운 펍 벤처입니다. 독자적으로 다양한 이벤트를 기획하고 있으며 공간을 독립적으로 사용하는 대관파티를 제외하면 누구나 방문하여 즐길 수 있는 공간입니다.","부산 경성대 히든 플레이스이자, 유일하게 외부음식 반입이 자유로운 펍 벤처입니다. 독자적으로 다양한 이벤트를 기획하고 있으며 공간을 독립적으로 사용하는 대관파티를 제외하면 누구나 방문하여 즐길 수 있는 공간입니다.","16_0_벤처_(Venture).jpg,16_1_벤처_(Venture).jpg,16_2_벤처_(Venture).jpg","16_3_벤처_(Venture).jpg,16_4_벤처_(Venture).jpg,16_5_벤처_(Venture).jpg",NaN,-1.0,[105],['조명'],"['음식', '사용', '독립', '경성대', '방문', '레이스', '히든', '제외', '누구', '조명', '부산', '기획', '외부', '대관', '독자', '이자', '반입', '이벤트', '공간', '파티']","['음식', '사용', '독립', '경성대', '방문', '레이스', '히든', '누구', '제외', '부산', '기획', '외부', '대관', '독자', '이자', '반입', '이벤트', '공간', '파티']","['강남역', '위치', '국적', '각종', '오후', '활용', '브랜드', '다만', '소음', '평일', '창문', '각종', '내부']","[0.1888830065727234, 0.26025068759918213, 0.20426777005195618, 0.1561034470796585, 0.17939454317092896, 0.1825827658176422, 0.16134846210479736, 0.19552722573280334, 0.20081272721290588, 0.21647967398166656, 0.15995757281780243, 0.20930415391921997, 0.17712900042533875]"
75,817,11@sample.com,1,감수성_한옥_카페,"안녕하세요.
신설동역 골목에 위치한 한옥카페 연화입니다~

외부적으로는 고고한 한옥자태를 이루고 있으며,
주변에는 경동시장과 풍물시장등 전통적으로 보실 수 있는 장소들이 있습니다.


내부적으로는 감수성이 풍부하고 사진찍기 좋게 구성이 되어있습니다.

그리고 저희 연화는 천연잔디로 구성된 조그마한 야외테라스가 있어 피크닉을 온 듯한 느낌 연출도 가능하구요, 사진 또는 영상촬영에 있어 색감이 어우러지게 나타납니다.

대학생, 직장인 , 동아리 등 모든 분들 연락 주셔도 괜찮습니다~

연화에서 기다리고 있겠습니다:D","안녕하세요.
신설동역 골목에 위치한 한옥카페 연화입니다~

외부적으로는 고고한 한옥자태를 이루고 있으며,
주변에는 경동시장과 풍물시장등 전통적으로 보실 수 있는 장소들이 있습니다.


내부적으로는 감수성이 풍부하고 사진찍기 좋게 구성이 되어있습니다.

그리고 저희 연화는 천연잔디로 구성된 조그마한 야외테라스가 있어 피크닉을 온 듯한 느낌 연출도 가능하구요, 사진 또는 영상촬영에 있어 색감이 어우러지게 나타납니다.

대학생, 직장인 , 동아리 등 모든 분들 연락 주셔도 괜찮습니다~

연화에서 기다리고 있겠습니다:D","17_0_감수성_한옥_카페.jpg,17_1_감수성_한옥_카페.jpg,17_2_감수성_한옥_카페.jpg","17_3_감수성_한옥_카페.jpg,17_4_감수성_한옥_카페.jpg,17_5_감수성_한옥_카페.jpg",NaN,1.0,[106],['조명'],"['주변', '자태', '모든', '고고', '직장인', '감수성', '연출', '영상', '느낌', '저희', '테라스', '동시', '연락', '구성', '야외', '피크닉', '부적', '조명', '사진', '위치', '동아리', '대학생', '외부', '색감', '연화', '잔디', '촬영', '신설동역', '카페', '찍기', '전통', '골목', '시장', '풍물', '장소']","['주변', '자태', '모든', '고고', '직장인', '감수성', '골목', '연출', '느낌', '영상', '저희', '테라스', '동시', '연락', '구성', '야외', '피크닉', '부적', '사진', '동아리', '대학생', '외부', '색감', '연화', '잔디', '촬영', '신설동역', '카페', '찍기', '전통', '위치', '시장', '풍물', '장소']","['주변', '위치', '자태', '모든', '포함', '고고', '직장인', '쇼핑몰', '감수성', '골목', '언제', '연출', '주변', '느낌', '정이', '영상', '사용', '저희', '자동', '테라스', '작업실', '동시', '스케', '연락', '야외', '구성', '운영', '야외', '가득', '피크닉', '부적', '사진', '관련', '동아리', '대학생', '외부', '소음', '색감', '얼마', '연화', '잔디', '개정', '촬영', '위치', '신설동역', '카페', '내부', '찍기', '관람', '전통', '때문', '위치', '촬영', '시장', '스케쥴', '풍물', '장소', '옥상']","[0, 0.25362226366996765, 0, 0, 0.18755877017974854, 0, 0, 0.1684710681438446, 0, 0, 0.18947499990463257, 0, 0.215469092130661, 0, 0.20861539244651794, 0, 0.21551600098609924, 0, 0.19845491647720337, 0, 0.22361218929290771, 0, 0.16245634853839874, 0, 0.1674475371837616, 0, 0.25438550114631653, 0, 0.17793381214141846, 0, 0, 0, 0.27292221784591675, 0, 0, 0, 0.20081272721290588, 0, 0.22765259444713593, 0, 0, 0.18045876920223236, 0, 0.26670020818710327, 0, 0, 0.24116870760917664, 0, 0.1981501281261444, 0, 0.16309651732444763, 0, 0.26670020818710327, 0, 0.20008674263954163, 0, 0, 0.1663130819797516]"
76,818,77@sample.com,1,드레싱룸,"물랑루즈, 시카고 뮤지컬 분장실 컨셉의 와인,칵테일바","물랑루즈, 시카고 뮤지컬 분장실 컨셉의 와인,칵테일바","18_0_드레싱룸.jpg,18_1_드레싱룸.jpg,18_2_드레싱룸.jpg","18_3_드레싱룸.jpg,18_4_드레싱룸.jpg,18_5_드레싱룸.jpg",NaN,3.0,[107],['조명'],"['조명', '컨셉', '분장', '뮤지컬', '시카고', '물랑루즈', '칵테일', '와인']","['컨셉', '분장', '뮤지컬', '시카고', '물랑루즈', '칵테일', '와인']","['주차', '문의', '검색', '토스트', '일상', '개인', '교육', '최고', '밋업', '야외', '빌라', '카페']","[0.21829992532730103, 0.21421898901462555, 0.21240349113941193, 0.1760501265525818, 0.16627153754234314, 0.15521246194839478, 0.1685352921485901, 0.14889000356197357, 0.13265329599380493, 0.1773459017276764, 0.17178359627723694, 0.1616102159023285]"
77,820,1234@admin.com,1,플러스레이블,서울시 강남구 논현동 (신사역 1번출구)에 위치한 클럽입니다.,서울시 강남구 논현동 (신사역 1번출구)에 위치한 클럽입니다.,"20_0_플러스레이블.jpg,20_1_플러스레이블.jpg,20_2_플러스레이블.jpg","20_3_플러스레이블.jpg,20_4_플러스레이블.jpg,20_5_플러스레이블.jpg",NaN,-1.0,[109],['조명'],"['조명', '논현동', '서울시', '강남구', '신사역', '출구', '클럽', '위치']","['논현동', '서울시', '위치', '신사역', '출구', '클럽', '강남구']","['감상', '회의', '쇼핑몰', '직사', '중턱', '카페', '촬영', '각종', '사용', '쇼핑몰', '유지', '자리', '추가', '추억', '무료']","[0.16080054640769958, 0.1399000585079193, 0.13928350806236267, 0.1902092844247818, 0.15421238541603088, 0.15388399362564087, 0.26670020818710327, 0.2608467936515808, 0.26025068759918213, 0.18319839239120483, 0.14090774953365326, 0.13908708095550537, 0.14641529321670532, 0.14364051818847656, 0.14132165908813477]"
78,821,66@sample.com,1,비쥬_합주실_촬영_뮤직_스튜디오,"뮤비 촬영 및 유튜브 컨텐츠, 음악 관련 컨텐츠 및 유튜브, 인터뷰 촬영에 최적화 된 음악 스튜디오 입니다.
블랙컨셉과 화이트 컨셉 두가지로 분리 되어있습니다.
LX 2000 조명까지 갖추고 있어 촬영을 원할하게 하실 수 있습니다.
기본 장비
Guitar Amp - Marshal JCM2000 TSL 100 head & 1960A Classic Cabinet Bass Amp - Ampeg SVT-4 Pro head + SVT-810 HE Keyboard - Yamaha motif XS7 Yamaha S90 XS Drums - Mapex Mars Console mixer - Behringer PMP-2000D Speaker - Leem CX-15 2ea Mic - Shure SM 5

Guitar Amp - Marshal JCM2000 TSL 100 head & 1960A Classic Cabinet Bass Amp - Ampeg SVT-4 Pro head + SVT-810 HE Keyboard - Yamaha motif ES 6 Yamaha S90 XS Drums - Pearl Vision Console mixer - Behringer PMP-2000D Speaker - E&W 2ea Mic - Shure SM 5","뮤비 촬영 및 유튜브 컨텐츠, 음악 관련 컨텐츠 및 유튜브, 인터뷰 촬영에 최적화 된 음악 스튜디오 입니다.
블랙컨셉과 화이트 컨셉 두가지로 분리 되어있습니다.
LX 2000 조명까지 갖추고 있어 촬영을 원할하게 하실 수 있습니다.
기본 장비
Guitar Amp - Marshal JCM2000 TSL 100 head & 1960A Classic Cabinet Bass Amp - Ampeg SVT-4 Pro head + SVT-810 HE Keyboard - Yamaha motif XS7 Yamaha S90 XS Drums - Mapex Mars Console mixer - Behringer PMP-2000D Speaker - Leem CX-15 2ea Mic - Shure SM 5

Guitar Amp - ","21_0_비쥬_합주실_촬영_뮤직_스튜디오.jpg,21_1_비쥬_합주실_촬영_뮤직_스튜디오.jpg,21_2_비쥬_합주실_촬영_뮤직_스튜디오.jpg","21_3_비쥬_합주실_촬영_뮤직_스튜디오.jpg,21_4_비쥬_합주실_촬영_뮤직_스튜디오.jpg,21_5_비쥬_합주실_촬영_뮤직_스튜디오.jpg",NaN,-1.0,[110],['조명'],"['촬영', '스튜디오', '조명', '유튜브', '장비', '컨셉', '화이트', '분리', '음악', '뮤비', '가지', '최적화', '컨텐츠', '관련', '기본', '할하', '블랙', '인터뷰']","['촬영', '스튜디오', '조명', '유튜브', '장비', '컨셉', '화이트', '분리', '음악', '뮤비', '가지', '최적화', '컨텐츠', '관련', '기본', '할하', '블랙', '인터뷰']","['위치', '채광', '문화', '북향', '등장인물', '주차', '루프', '대표', '공용', '친구', '모임', '즐거움', '성북구', '사진', '소개', '촬영장']","[0.26670020818710327, 0.18412160873413086, 0.1955071985721588, 0.18092739582061768, 0.15218020975589752, 0.21829992532730103, 0.1846206784248352, 0.18279944360256195, 0.19175411760807037, 0.1598573923110962, 0.23245365917682648, 0.18051142990589142, 0.19745704531669617, 0.27292221784591675, 0.16411224007606506, 0.14832770824432373]"
